site,site_url,agent,category,severity,adjudicator,title,evidence,human_verdict
bluetokai,https://bluetokaicoffee.com/,deterministic,entity_identity,high,abstain,Inconsistent Entity/Brand Names,"The website uses 6 different names to refer to the same entity: 'Aluminium Capsule', 'Blue Tokai Coffee Roasters', 'Buy Aluminium Coffee Capsules & Coffee Pods Online', 'Buy Freshly Roasted Coffee Beans', 'Buy Freshly Roasted Coffee Beans & Ground Coffee Online', 'No Equipment Collection'. This crea",
bluetokai,https://bluetokaicoffee.com/,deterministic,structured_data,low,no,Missing Organization Structured Data,JSON-LD is present (types: CollectionPage) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.,
bluetokai,https://bluetokaicoffee.com/,reasoning,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 6 different names: 'Buy Aluminium Coffee Capsules & Coffee Pods Online', 'Buy Freshly Roasted Coffee Beans', 'Blue Tokai Coffee Roasters', 'Buy Freshly Roasted Coffee Beans & Ground Coffee Online', 'No Equipment Collection', 'Aluminium C",
bluetokai,https://bluetokaicoffee.com/,reasoning,engagement,high,no,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
bluetokai,https://bluetokaicoffee.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/collections/drop-specialty-coffee-concentrate returned 404.,
bluetokai,https://bluetokaicoffee.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"3 distinct names across 3 roots: 'Blue Tokai Coffee Roasters', 'Aluminium Capsule', 'Buy Freshly Roasted Coffee Beans'.",
bluetokai,https://bluetokaicoffee.com/,hybrid,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 6 different names: 'Buy Aluminium Coffee Capsules & Coffee Pods Online', 'Buy Freshly Roasted Coffee Beans', 'Blue Tokai Coffee Roasters', 'Buy Freshly Roasted Coffee Beans & Ground Coffee Online', 'No Equipment Collection', 'Aluminium C",
bluetokai,https://bluetokaicoffee.com/,hybrid,engagement,high,no,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
bluetokai,https://bluetokaicoffee.com/,hybrid,structured_data,low,no,Missing Organization Structured Data,JSON-LD is present (types: CollectionPage) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.,
bluetokai,https://bluetokaicoffee.com/,marketplace,rendering,high,no,Business-critical content is only present after client-side JavaScript execution,http://127.0.0.1:9600/ (HTTP 200) serves only 4387 characters (672 words) of extractable body text; the element #loyalty-user-bar is empty in the raw HTML and is populated at runtime by inline JavaScript carrying 46 characters of markup (33 words) across 9 injection sites. The same pattern was measu,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/pages/razor-for-mens (404), http://127.0.0.1:9600/pages/razor-for-mens (404), http://127.0.0.1:9600/products/eco-sensi-3-with-2-cartridges (404), http://127.0.0.1:9600/products/sensi-flo-4-razor (404), http://127.0.0.1:9600/products/sensi-flo-6-razor (404",
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,high,abstain,Render-Blocking CSS,Found 36 blocking stylesheets in <head>.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,high,abstain,Render-Blocking Scripts,Found 3 blocking scripts in <head>.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,content_extraction,high,no,Thin Content,Word count is 55.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,crawlability,high,no,Missing Image Alt Text,6 out of 79 images lack an alt attribute.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,crawlability,medium,no,Canonical Points to Different URL,Canonical href (https://www.bombayshavingcompany.com/) differs from page URL (http://127.0.0.1:9600/).,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 64 characters.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,medium,abstain,Suboptimal Meta Description Length,Description length is 319 characters.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,medium,abstain,Skipped Heading Levels,Heading skipped from H2 to H5.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,medium,abstain,Excessive DOM Size,Found 3811 HTML elements.,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,medium,abstain,Images Missing Lazy Loading,"16 images lack loading=""lazy"".",
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
bombay-shaving,https://bombayshavingcompany.com/,baseline,content_extraction,low,no,Low Text-to-HTML Ratio,Ratio is 1.05% (<10%).,
bombay-shaving,https://bombayshavingcompany.com/,baseline,other,low,abstain,"Unsafe target=""_blank"" Links","Found 4 links missing rel=""noopener"" or rel=""noreferrer"".",
bombay-shaving,https://bombayshavingcompany.com/,baseline,crawlability,low,no,Missing Form Labels,Found 3 form inputs without associated labels.,
bombay-shaving,https://bombayshavingcompany.com/,deterministic,entity_identity,high,abstain,Inconsistent Entity/Brand Names,"The website uses 8 different names to refer to the same entity: 'Bestsellers', 'Bombay Shaving Company', 'Buy Best Razors for Men at ₹99', 'Buy Premium Grooming Solutions for Men', 'New Arrivals', 'Premium Gifts'. This creates ambiguity for AI systems trying to identify and cite the brand. An AI ass",
bombay-shaving,https://bombayshavingcompany.com/,reasoning,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 8 different names: 'New Arrivals', 'Bestsellers', 'Skin care', 'Premium Gifts', 'Buy Best Razors for Men at ₹99', 'Bombay Shaving Company'. These map to 8 distinct root names. This makes it impossible for AI to confidently associate fact",
bombay-shaving,https://bombayshavingcompany.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/products/sensi-smart-3-value-pack-1-handle-3-cartridge returned 404.,
bombay-shaving,https://bombayshavingcompany.com/,specialist,entity_identity,high,abstain,Entity Name Inconsistency,"8 distinct names across 8 roots: 'New Arrivals', 'Bestsellers', 'Skin care', 'Premium Gifts', 'Buy Best Razors for Men at ₹99', 'Bombay Shaving Company'.",
bombay-shaving,https://bombayshavingcompany.com/,hybrid,entity_identity,high,abstain,Entity Identity Ambiguity,"An AI system attempting to identify this brand would encounter 8 different names: 'New Arrivals', 'Bestsellers', 'Skin care', 'Premium Gifts', 'Buy Best Razors for Men at ₹99', 'Bombay Shaving Company'. These map to 8 distinct root names. This makes it impossible for AI to confidently associate fact",
cal-com,https://cal.com/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
cal-com,https://cal.com/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/docs/atoms/introduction (404), http://127.0.0.1:9600/docs/api-reference/v2/oauth (404), http://127.0.0.1:9600/font (404), http://127.0.0.1:9600/features/collective-events (404), http://127.0.0.1:9600/help (404), http://127.0.0.1:9600/embed (404), http://1",
cal-com,https://cal.com/,baseline,other,high,abstain,Missing Self-Referencing Hreflang,The page's own URL is not included in its hreflang set.,
cal-com,https://cal.com/,baseline,crawlability,high,no,Missing Image Alt Text,1 out of 66 images lack an alt attribute.,
cal-com,https://cal.com/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
cal-com,https://cal.com/,baseline,other,high,abstain,Missing Hreflang Tags,16 pages lack hreflang tags on a multi-language site.,
cal-com,https://cal.com/,baseline,crawlability,medium,no,Canonical Points to Different URL,Canonical href (https://cal.com/) differs from page URL (http://127.0.0.1:9600/).,
cal-com,https://cal.com/,baseline,other,medium,abstain,Large Page Size,Page size is 2156630 bytes (> 2MB).,
cal-com,https://cal.com/,baseline,other,medium,abstain,Excessive DOM Size,Found 6648 HTML elements.,
cal-com,https://cal.com/,baseline,other,medium,abstain,Images Missing Lazy Loading,"120 images lack loading=""lazy"".",
cal-com,https://cal.com/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
cal-com,https://cal.com/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 22 characters.,
cal-com,https://cal.com/,baseline,other,medium,abstain,Suboptimal Meta Description Length,Description length is 228 characters.,
cal-com,https://cal.com/,baseline,other,medium,abstain,Skipped Heading Levels,Heading skipped from H1 to H3.,
cal-com,https://cal.com/,baseline,content_extraction,low,no,Low Text-to-HTML Ratio,Ratio is 0.17% (<10%).,
cal-com,https://cal.com/,baseline,other,low,abstain,"Unsafe target=""_blank"" Links","Found 67 links missing rel=""noopener"" or rel=""noreferrer"".",
cal-com,https://cal.com/,baseline,crawlability,low,no,Missing ARIA Landmarks,No semantic HTML5 landmarks or ARIA landmark roles found.,
cal-com,https://cal.com/,baseline,other,low,abstain,Multiple H1 Tags,Found 3 <h1> tags.,
cal-com,https://cal.com/,baseline,other,low,abstain,Non-Descriptive Anchor Text,Found 2 links with generic anchor text.,
cal-com,https://cal.com/,reasoning,engagement,high,abstain,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
cal-com,https://cal.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/blog/category/all-categories returned 404.,
cal-com,https://cal.com/,hybrid,engagement,high,abstain,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
chaayos,https://chaayos.com/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
chaayos,https://chaayos.com/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/collections/best-sellers (404), http://127.0.0.1:9600/collections/new-arrivals (404), http://127.0.0.1:9600/collections/desi-chai-patti (404), http://127.0.0.1:9600/collections/chai-time-snacks (404), http://127.0.0.1:9600/collections/gifting (404), http:",
chaayos,https://chaayos.com/,baseline,content_extraction,high,abstain,Thin Content,Word count is 130.,
chaayos,https://chaayos.com/,baseline,crawlability,high,no,Missing Image Alt Text,1 out of 55 images lack an alt attribute.,
chaayos,https://chaayos.com/,baseline,other,high,abstain,Missing H1 Tag,No <h1> tag found in the HTML.,
chaayos,https://chaayos.com/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
chaayos,https://chaayos.com/,baseline,crawlability,medium,no,Canonical Points to Different URL,Canonical href (https://chaayos.com/) differs from page URL (http://127.0.0.1:9600/).,
chaayos,https://chaayos.com/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 14 characters.,
chaayos,https://chaayos.com/,baseline,structured_data,medium,no,Missing JSON-LD,No JSON-LD script tags found.,
chaayos,https://chaayos.com/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
chaayos,https://chaayos.com/,baseline,other,medium,abstain,Suboptimal Meta Description Length,Description length is 320 characters.,
chaayos,https://chaayos.com/,baseline,other,medium,abstain,Images Missing Lazy Loading,"18 images lack loading=""lazy"".",
chaayos,https://chaayos.com/,baseline,content_extraction,medium,abstain,Duplicate Meta Descriptions,Meta description is shared across 2 pages.,
chaayos,https://chaayos.com/,baseline,content_extraction,low,abstain,Low Text-to-HTML Ratio,Ratio is 0.30% (<10%).,
chaayos,https://chaayos.com/,baseline,other,low,abstain,"Unsafe target=""_blank"" Links","Found 1 links missing rel=""noopener"" or rel=""noreferrer"".",
chaayos,https://chaayos.com/,baseline,crawlability,low,no,Missing Form Labels,Found 4 form inputs without associated labels.,
chaayos,https://chaayos.com/,baseline,other,low,abstain,Multiple H1 Tags,Found 2 <h1> tags.,
chaayos,https://chaayos.com/,deterministic,structured_data,low,no,Missing Organization Structured Data,"JSON-LD is present (types: CollectionPage, Product) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.",
chaayos,https://chaayos.com/,reasoning,engagement,high,abstain,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
chaayos,https://chaayos.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/collections/natural-chai-spices returned 404.,
chaayos,https://chaayos.com/,hybrid,engagement,high,abstain,No Site Navigation for User or Bot Orientation,"The site has no <nav> element and fewer than 2 navigation links. A user arriving from an AI citation cannot discover related pages, understand the site structure, or continue engaging with the brand.",
chaayos,https://chaayos.com/,hybrid,structured_data,low,no,Missing Organization Structured Data,"JSON-LD is present (types: CollectionPage, Product) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.",
chargebee,https://www.chargebee.com/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
chargebee,https://www.chargebee.com/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/trial-signup/ (404), http://127.0.0.1:9600/schedule-a-demo/ (404), http://127.0.0.1:9600/trial-signup/ (404), http://127.0.0.1:9600/schedule-a-demo/ (404), http://127.0.0.1:9600/mcp/ (404), http://127.0.0.1:9600/mcp/recipes/ (404), http://127.0.0.1:9600/m",
chargebee,https://www.chargebee.com/,baseline,other,high,abstain,Render-Blocking CSS,Found 7 blocking stylesheets in <head>.,
chargebee,https://www.chargebee.com/,baseline,other,high,abstain,Missing Self-Referencing Hreflang,The page's own URL is not included in its hreflang set.,
chargebee,https://www.chargebee.com/,baseline,other,high,abstain,Missing H1 Tag,No <h1> tag found in the HTML.,
chargebee,https://www.chargebee.com/,baseline,content_extraction,high,abstain,Thin Content,Word count is 138.,
chargebee,https://www.chargebee.com/,baseline,other,high,abstain,Render-Blocking Scripts,Found 4 blocking scripts in <head>.,
chargebee,https://www.chargebee.com/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
chargebee,https://www.chargebee.com/,baseline,other,high,abstain,Missing Hreflang Tags,16 pages lack hreflang tags on a multi-language site.,
chargebee,https://www.chargebee.com/,baseline,crawlability,medium,no,Canonical Points to Different URL,Canonical href (https://www.chargebee.com/) differs from page URL (http://127.0.0.1:9600/).,
chargebee,https://www.chargebee.com/,baseline,other,medium,abstain,Suboptimal Meta Description Length,Description length is 169 characters.,
chargebee,https://www.chargebee.com/,baseline,other,medium,abstain,Skipped Heading Levels,Heading skipped from H1 to H3.,
chargebee,https://www.chargebee.com/,baseline,other,medium,abstain,Excessive DOM Size,Found 1872 HTML elements.,
chargebee,https://www.chargebee.com/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
chargebee,https://www.chargebee.com/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 101 characters.,
chargebee,https://www.chargebee.com/,baseline,structured_data,medium,no,Missing JSON-LD,No JSON-LD script tags found.,
chargebee,https://www.chargebee.com/,baseline,other,medium,abstain,Images Missing Lazy Loading,"14 images lack loading=""lazy"".",
chargebee,https://www.chargebee.com/,baseline,content_extraction,low,abstain,Low Text-to-HTML Ratio,Ratio is 0.44% (<10%).,
chargebee,https://www.chargebee.com/,baseline,other,low,abstain,"Unsafe target=""_blank"" Links","Found 10 links missing rel=""noopener"" or rel=""noreferrer"".",
chargebee,https://www.chargebee.com/,baseline,other,low,abstain,Non-Descriptive Anchor Text,Found 1 links with generic anchor text.,
chargebee,https://www.chargebee.com/,baseline,crawlability,low,no,Trailing Slash on URL,URL path ends with a slash: /resources/guides/gartner-magic-quadrant-2026/,
chargebee,https://www.chargebee.com/,baseline,other,low,abstain,Multiple H1 Tags,Found 4 <h1> tags.,
chargebee,https://www.chargebee.com/,deterministic,structured_data,low,no,Missing Organization Structured Data,JSON-LD is present (types: unknown) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.,
chargebee,https://www.chargebee.com/,specialist,crawlability,critical,no,HTTP 404 Error,GET http://127.0.0.1:9600/billing/plan-pricing-catalog/ returned 404.,
chargebee,https://www.chargebee.com/,hybrid,structured_data,low,no,Missing Organization Structured Data,JSON-LD is present (types: unknown) but no Organization/Corporation type was found. AI systems use Organization schema to identify the entity behind the website.,
chumbak,https://www.chumbak.com/,baseline,other,critical,abstain,Page Not Using HTTPS,URL uses http:// instead of https://.,
chumbak,https://www.chumbak.com/,baseline,other,critical,abstain,Broken Internal Links,"Links to broken pages: http://127.0.0.1:9600/collections/republic-sale (404), http://127.0.0.1:9600/collections/dining-table-accessories (404), http://127.0.0.1:9600/collections/dining-table-accessories (404), http://127.0.0.1:9600/pages/chumbak_dining_collections (404), http://127.0.0.1:9600/collec",
chumbak,https://www.chumbak.com/,baseline,content_extraction,high,no,Thin Content,Word count is 19.,
chumbak,https://www.chumbak.com/,baseline,other,high,abstain,Render-Blocking CSS,Found 4 blocking stylesheets in <head>.,
chumbak,https://www.chumbak.com/,baseline,other,high,abstain,Render-Blocking Scripts,Found 6 blocking scripts in <head>.,
chumbak,https://www.chumbak.com/,baseline,crawlability,high,no,Missing Image Alt Text,3 out of 208 images lack an alt attribute.,
chumbak,https://www.chumbak.com/,baseline,other,high,abstain,Missing Meta Description,No meta description found.,
chumbak,https://www.chumbak.com/,baseline,crawlability,high,no,Missing XML Sitemap,No sitemap URLs found in site data.,
chumbak,https://www.chumbak.com/,baseline,crawlability,medium,no,Canonical Points to Different URL,Canonical href (https://www.chumbak.com/) differs from page URL (http://127.0.0.1:9600/).,
chumbak,https://www.chumbak.com/,baseline,other,medium,abstain,Suboptimal Meta Description Length,Description length is 194 characters.,
chumbak,https://www.chumbak.com/,baseline,other,medium,abstain,Skipped Heading Levels,Heading skipped from H1 to H4.,
chumbak,https://www.chumbak.com/,baseline,other,medium,abstain,Excessive DOM Size,Found 3405 HTML elements.,
chumbak,https://www.chumbak.com/,baseline,other,medium,abstain,Images Missing Lazy Loading,"36 images lack loading=""lazy"".",
chumbak,https://www.chumbak.com/,baseline,other,medium,abstain,Missing Security Headers,"Missing headers: strict-transport-security, content-security-policy, x-frame-options, x-content-type-options",
chumbak,https://www.chumbak.com/,baseline,other,medium,abstain,Suboptimal Title Length,Title length is 15 characters.,
chumbak,https://www.chumbak.com/,baseline,content_extraction,low,no,Low Text-to-HTML Ratio,Ratio is 0.01% (<10%).,
